1108939,3899060,-32.13582957524431
1108939,699259,-32.19179350516771
1108939,8661642,-32.271417719138896
1108939,4390191,-32.32458551937787
1108939,242056,-32.33595624027646
1108939,631424,-32.40520021499024
1108939,8596285,-32.45365557018644
1108939,6681205,-32.58747992270592
1108939,6179026,-32.69244981881268
1108939,2011059,-32.692533527283985
1108939,2251472,-32.692631184215195
1108939,6707713,-32.69271488762612
1108939,6564869,-32.741463200382015
1108939,3647358,-32.74188168824655
1108939,4172981,-32.81056767434097
1108939,3745976,-32.810581624358065
1108939,610121,-32.828404823718294
1108939,4049530,-32.92384055893094
1108939,3009955,-32.92392425961729
1108939,371765,-32.94373634375077
1108939,3130232,-32.964397485870414
1108939,2068541,-32.964550948903295
1108939,5836378,-32.964564899698836
1108939,8596286,-32.96467650372776
1108939,8256786,-32.96484390198685
1108939,1406041,-33.028852296590216
1108939,6164673,-33.028977861340955
1108939,1842680,-33.02899181265551
1108939,2556061,-33.029005763905204
1108939,5748454,-33.02901971509
1108939,5807716,-33.029033666209926
1108939,6758075,-33.029033666209926
1108939,6290174,-33.02906156825515
1108939,6204916,-33.029075519180445
1108939,2556062,-33.02911737156708
1108939,7919347,-33.029256875305805
1108939,7844766,-33.05167393044083
1108939,7844765,-33.051701830929076
1108939,1597334,-33.097887023578025
1108939,3529237,-33.09790097528188
1108939,3904622,-33.0979707328279
1108939,3899061,-33.09802653769688
1108939,2875828,-33.09809629232336
1108939,5101048,-33.09822184656397
1108939,1851519,-33.14670509109028
1108939,834481,-33.146760896997336
1108939,157178,-33.146760896997336
1108939,1889170,-33.146760896997336
1108939,3184954,-33.146816701866314
1108939,3124564,-33.146858554836825
1108939,3184955,-33.146872505697246
1108939,3607301,-33.14690040722346
1108939,753531,-33.147012010733405
1108939,4016944,-33.252009799802934
1108939,5553584,-33.252065606748104
1108939,6170678,-33.252079558322194
1108939,4847697,-33.2520935098314
1108939,6170677,-33.25210746127572
1108939,8804355,-33.25213536396973
1108939,3865302,-33.252219070494654
1108939,7201778,-33.25227487354709
1108939,631428,-33.252288824148
1108939,917895,-33.25237252639123
1108939,2115313,-33.25238647653806
1108939,1353001,-33.280124868786295
1108939,5438508,-33.28016672487112
1108939,8330715,-33.280180676769625
1108939,6783945,-33.28020858037198
1108939,7919417,-33.28020858037198
1108939,2067951,-33.28020858037198
1108939,6164666,-33.28020858037198
1108939,6179155,-33.28025043528889
1108939,4475223,-33.28029228962186
1108939,3810768,-33.28030624093642
1108939,8596284,-33.28033414337091
1108939,6485678,-33.28034809449083
1108939,3647366,-33.28034809449083
1108939,457353,-33.280362045545886
1108939,295140,-33.280362045545886
1108939,4907683,-33.28041784911731
1108939,1547127,-33.280501552528236
1108939,5668417,-33.280501552528236
1108939,1787768,-33.280557353504754
1108939,702597,-33.36963936100696
1108939,1979870,-33.36973702747598
1108939,1699546,-33.36973702747598
1108939,6726181,-33.36983469076552
1108939,6179149,-33.36986259397858
1108939,2918202,-33.36993235087579
1108939,5803262,-33.43403835310154
1108939,2834911,-33.43409416549747
1108939,5553585,-33.43414997685509
1108939,6263838,-33.43417788214453
1108939,2735037,-33.43419183469192
1108939,640910,-33.43423369194474
1108939,6164667,-33.43428950070671
1108939,2960283,-33.43431740469838
1108939,110950,-33.43434530843051
1108939,3899055,-33.434359260199244
1108939,5782994,-33.434359260199244
1112389,8258541,-45.558634448335745
1112389,8258542,-45.558764665449544
1112389,8258540,-45.89506947928868
1112389,5099991,-45.97891613420967
1112389,5099993,-46.02325629067565
1112389,4329505,-46.118231633480285
1112389,2840953,-46.405690465692956
1112389,1509615,-46.6288154130915
1112389,3180612,-46.62892703528758
1112389,3397526,-46.81115557380112
1112389,4521388,-46.916516089458945
1112389,6101995,-47.03418750032345
1112389,6557221,-47.32198119756711
1112389,7721995,-47.322371859809685
1112389,8487537,-47.5042841504454
1112389,7759969,-47.5042841504454
1112389,3570708,-47.50467481450485
1112389,4329503,-47.72707421092108
1112389,7958248,-47.72711142195415
1112389,8486309,-47.72722305297641
1112389,1621120,-47.727260262624874
1112389,1272395,-47.72727886731931
1112389,2639248,-47.7272974719272
1112389,3570710,-47.727334680883395
1112389,1422900,-47.727334680883395
1112389,7784504,-47.727371889493476
1112389,684770,-47.727390493668715
1112389,63711,-47.72742770175961
1112389,2436039,-47.72744630567528
1112389,8059111,-47.72748351324702
1112389,1184965,-47.727502116903096
1112389,5803552,-47.727502116903096
1112389,4212062,-47.72755792735221
1112389,8240708,-47.72759513388568
1112389,491107,-48.014886520474164
1112389,1690909,-48.01497954437899
1112389,8501539,-48.01497954437899
1112389,7523040,-48.014998148900354
1112389,1917156,-48.015016753335175
1112389,2027068,-48.015016753335175
1112389,7524966,-48.015016753335175
1112389,3904143,-48.01503535768349
1112389,7849261,-48.01503535768349
1112389,7558109,-48.015053961945256
1112389,1357130,-48.015053961945256
1112389,8501535,-48.015072566120494
1112389,8647883,-48.01509117020921
1112389,2123630,-48.01509117020921
1112389,640348,-48.01514698195619
1112389,6991822,-48.0151655856988
1112389,1069946,-48.015314412524845
1112389,213302,-48.01540742647927
1112389,2107820,-48.0155376423819
1112389,3789190,-48.42022139148102
1112389,4284832,-48.420239997040824
