1108939,7651010,-7.141518310279046
1108939,5291621,-7.2473881475617
1108939,7724054,-7.639589692790148
1108939,1957452,-7.6737953544086706
1108939,7000936,-7.774664849571641
1108939,5163856,-7.81715630696114
1108939,2846462,-7.929951547632164
1108939,6871640,-8.12616972113764
1108939,4799672,-8.296993850338055
1108939,5970931,-8.299379077301214
1108939,2555774,-8.312484725489924
1108939,1835131,-8.313172205047103
1108939,4631244,-8.326902206129338
1108939,2453260,-8.326902206129338
1108939,6238857,-8.383731245647537
1108939,7423808,-8.429101004682964
1108939,1448805,-8.440706435016725
1108939,8181777,-8.520898794503797
1108939,7575369,-8.522702620696343
1108939,7274049,-8.601603786705809
1108939,7121296,-8.631625936165637
1108939,1231448,-8.68528625791935
1108939,5553585,-8.711522331168393
1108939,6273537,-8.724069770266574
1108939,5696659,-8.804470561400995
1108939,2194177,-8.804960757088999
1108939,1667520,-8.830171201778448
1108939,3506104,-8.832867935075939
1108939,6663340,-8.846016821422753
1108939,6950182,-8.846016821422753
1108939,5203394,-8.882940364446544
1108939,119359,-8.91142066644622
1108939,8630519,-8.920057517824345
1108939,8630525,-8.920057517824345
1108939,2298458,-8.920438542786089
1108939,3283059,-8.931157579740347
1108939,2735037,-8.943268888170303
1108939,1742847,-8.946482830684884
1108939,2152036,-8.977093215567827
1108939,8596285,-8.981999646767685
1108939,8269661,-8.989600986455816
1108939,6849948,-8.99923181334656
1108939,4228762,-8.99923181334656
1108939,6327128,-9.081164234049096
1108939,6551140,-9.09602770960955
1108939,3130232,-9.097980346745608
1108939,7880690,-9.137852044310875
1108939,4150723,-9.160185640844952
1108939,8841203,-9.173744130250306
1108939,7634011,-9.179656818194314
1108939,7352917,-9.200204843731036
1108939,4537644,-9.200204843731036
1108939,1231450,-9.200204843731036
1108939,6788178,-9.200204843731036
1108939,2764268,-9.204521454665006
1108939,1224789,-9.212613845393312
1108939,6088457,-9.220613085699295
1108939,4326783,-9.230765379652016
1108939,8629183,-9.230765379652016
1108939,5993578,-9.239759085255312
1108939,2464262,-9.283413591415933
